match_group_id,cardinality,match_method,status,variance_inr,internal_txn_id,internal_amount,bank_line_id,bank_amount
MG00357,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00377,47585.45,BLJUN00323,47585.45
MG00358,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00417,68179.84,BLJUN00363,68179.84
MG00359,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00368,23974.38,BLJUN00314,23974.38
MG00360,1:1,Exact 1:1 (Ref+Amt),MATCHED,0.0,TXNJUN00440,59284.74,BLJUN00386,59284.74
MG00361,5:1,N:1 Batch (BATCHJUN004),MATCHED,0.0,TXNJUN00543,8153.72,BLJUN00479,44009.0
MG00361,5:1,N:1 Batch (BATCHJUN004),MATCHED,0.0,TXNJUN00541,11256.08,BLJUN00479,44009.0
MG00361,5:1,N:1 Batch (BATCHJUN004),MATCHED,0.0,TXNJUN00545,8237.31,BLJUN00479,44009.0
MG00361,5:1,N:1 Batch (BATCHJUN004),MATCHED,0.0,TXNJUN00544,3110.68,BLJUN00479,44009.0
MG00361,5:1,N:1 Batch (BATCHJUN004),MATCHED,0.0,TXNJUN00542,13251.21,BLJUN00479,44009.0
MG00362,5:1,N:1 Batch (BATCHJUN005),MATCHED,0.0,TXNJUN00547,11543.97,BLJUN00480,32645.62
MG00362,5:1,N:1 Batch (BATCHJUN005),MATCHED,0.0,TXNJUN00549,1288.19,BLJUN00480,32645.62
MG00362,5:1,N:1 Batch (BATCHJUN005),MATCHED,0.0,TXNJUN00548,14850.44,BLJUN00480,32645.62
MG00362,5:1,N:1 Batch (BATCHJUN005),MATCHED,0.0,TXNJUN00546,3237.23,BLJUN00480,32645.62
MG00362,5:1,N:1 Batch (BATCHJUN005),MATCHED,0.0,TXNJUN00550,1725.79,BLJUN00480,32645.62
MG00363,7:1,N:1 Batch (BATCHJUN008),MATCHED,0.0,TXNJUN00569,17630.93,BLJUN00483,59801.16
MG00363,7:1,N:1 Batch (BATCHJUN008),MATCHED,0.0,TXNJUN00566,12776.04,BLJUN00483,59801.16
MG00363,7:1,N:1 Batch (BATCHJUN008),MATCHED,0.0,TXNJUN00563,4608.73,BLJUN00483,59801.16
MG00363,7:1,N:1 Batch (BATCHJUN008),MATCHED,0.0,TXNJUN00565,11682.99,BLJUN00483,59801.16
MG00363,7:1,N:1 Batch (BATCHJUN008),MATCHED,0.0,TXNJUN00567,1590.28,BLJUN00483,59801.16
MG00363,7:1,N:1 Batch (BATCHJUN008),MATCHED,0.0,TXNJUN00568,10574.49,BLJUN00483,59801.16
MG00363,7:1,N:1 Batch (BATCHJUN008),MATCHED,0.0,TXNJUN00564,937.7,BLJUN00483,59801.16
MG00364,8:1,N:1 Batch (BATCHJUN002),PARTIAL_MATCH,-274.51,TXNJUN00532,11528.26,BLJUN00477,94976.26
MG00364,8:1,N:1 Batch (BATCHJUN002),PARTIAL_MATCH,-274.51,TXNJUN00529,6060.17,BLJUN00477,94976.26
MG00364,8:1,N:1 Batch (BATCHJUN002),PARTIAL_MATCH,-274.51,TXNJUN00528,13590.26,BLJUN00477,94976.26
MG00364,8:1,N:1 Batch (BATCHJUN002),PARTIAL_MATCH,-274.51,TXNJUN00531,12518.68,BLJUN00477,94976.26
MG00364,8:1,N:1 Batch (BATCHJUN002),PARTIAL_MATCH,-274.51,TXNJUN00534,6607.69,BLJUN00477,94976.26
MG00364,8:1,N:1 Batch (BATCHJUN002),PARTIAL_MATCH,-274.51,TXNJUN00527,19055.03,BLJUN00477,94976.26
MG00364,8:1,N:1 Batch (BATCHJUN002),PARTIAL_MATCH,-274.51,TXNJUN00530,6696.83,BLJUN00477,94976.26
MG00364,8:1,N:1 Batch (BATCHJUN002),PARTIAL_MATCH,-274.51,TXNJUN00533,19193.85,BLJUN00477,94976.26
MG00365,6:1,N:1 Batch (BATCHJUN003),MATCHED,0.0,TXNJUN00539,5633.08,BLJUN00478,70172.53
MG00365,6:1,N:1 Batch (BATCHJUN003),MATCHED,0.0,TXNJUN00537,13088.26,BLJUN00478,70172.53
MG00365,6:1,N:1 Batch (BATCHJUN003),MATCHED,0.0,TXNJUN00538,17244.92,BLJUN00478,70172.53
MG00365,6:1,N:1 Batch (BATCHJUN003),MATCHED,0.0,TXNJUN00536,9995.94,BLJUN00478,70172.53
MG00365,6:1,N:1 Batch (BATCHJUN003),MATCHED,0.0,TXNJUN00540,14684.79,BLJUN00478,70172.53
MG00365,6:1,N:1 Batch (BATCHJUN003),MATCHED,0.0,TXNJUN00535,9525.54,BLJUN00478,70172.53
MG00366,4:1,N:1 Batch (BATCHJUN007),MATCHED,0.0,TXNJUN00560,4984.82,BLJUN00482,34872.42
MG00366,4:1,N:1 Batch (BATCHJUN007),MATCHED,0.0,TXNJUN00559,17699.67,BLJUN00482,34872.42
MG00366,4:1,N:1 Batch (BATCHJUN007),MATCHED,0.0,TXNJUN00561,4624.58,BLJUN00482,34872.42
MG00366,4:1,N:1 Batch (BATCHJUN007),MATCHED,0.0,TXNJUN00562,7563.35,BLJUN00482,34872.42
MG00367,7:1,N:1 Batch (BATCHJUN001),PARTIAL_MATCH,-452.26,TXNJUN00520,11176.75,BLJUN00476,61968.46
MG00367,7:1,N:1 Batch (BATCHJUN001),PARTIAL_MATCH,-452.26,TXNJUN00522,8546.76,BLJUN00476,61968.46
MG00367,7:1,N:1 Batch (BATCHJUN001),PARTIAL_MATCH,-452.26,TXNJUN00523,3638.61,BLJUN00476,61968.46
MG00367,7:1,N:1 Batch (BATCHJUN001),PARTIAL_MATCH,-452.26,TXNJUN00525,17102.06,BLJUN00476,61968.46
MG00367,7:1,N:1 Batch (BATCHJUN001),PARTIAL_MATCH,-452.26,TXNJUN00526,13071.15,BLJUN00476,61968.46
MG00367,7:1,N:1 Batch (BATCHJUN001),PARTIAL_MATCH,-452.26,TXNJUN00521,4596.03,BLJUN00476,61968.46
MG00367,7:1,N:1 Batch (BATCHJUN001),PARTIAL_MATCH,-452.26,TXNJUN00524,4289.36,BLJUN00476,61968.46
MG00368,8:1,N:1 Batch (BATCHJUN006),MATCHED,0.0,TXNJUN00554,16780.01,BLJUN00481,63663.38
MG00368,8:1,N:1 Batch (BATCHJUN006),MATCHED,0.0,TXNJUN00556,11959.74,BLJUN00481,63663.38
MG00368,8:1,N:1 Batch (BATCHJUN006),MATCHED,0.0,TXNJUN00555,7844.86,BLJUN00481,63663.38
MG00368,8:1,N:1 Batch (BATCHJUN006),MATCHED,0.0,TXNJUN00553,2512.89,BLJUN00481,63663.38
MG00368,8:1,N:1 Batch (BATCHJUN006),MATCHED,0.0,TXNJUN00558,7381.51,BLJUN00481,63663.38
MG00368,8:1,N:1 Batch (BATCHJUN006),MATCHED,0.0,TXNJUN00552,1278.14,BLJUN00481,63663.38
MG00368,8:1,N:1 Batch (BATCHJUN006),MATCHED,0.0,TXNJUN00557,7838.41,BLJUN00481,63663.38
MG00368,8:1,N:1 Batch (BATCHJUN006),MATCHED,0.0,TXNJUN00551,8067.82,BLJUN00481,63663.38
MG00369,1:3,1:N Partial Settlement,MATCHED,0.0,TXNJUN00515,81111.58,"BLJUN00463, BLJUN00462, BLJUN00464","13804.67, 39715.67, 27591.24"
MG00370,1:2,1:N Partial Settlement,MATCHED,0.0,TXNJUN00518,62521.4,"BLJUN00472, BLJUN00471","32177.38, 30344.02"
MG00371,1:3,1:N Partial Settlement,MATCHED,0.0,TXNJUN00517,65312.34,"BLJUN00470, BLJUN00468, BLJUN00469","27480.17, 24681.56, 13150.61"
MG00372,1:3,1:N Partial Settlement,MATCHED,0.0,TXNJUN00519,116810.74,"BLJUN00475, BLJUN00473, BLJUN00474","44261.01, 38409.14, 34140.59"
MG00373,1:3,1:N Partial Settlement,MATCHED,0.0,TXNJUN00516,97349.46,"BLJUN00467, BLJUN00466, BLJUN00465","46197.4, 21209.58, 29942.48"
MG00374,1:2,1:N Partial Settlement,MATCHED,0.0,TXNJUN00514,70870.07,"BLJUN00460, BLJUN00461","28918.35, 41951.72"
MG00375,5:1,N:M Net Settlement (M1031),MATCHED,0.0,TXNJUN00575,4609.32,BLJUN00486,55880.5
MG00375,5:1,N:M Net Settlement (M1031),MATCHED,0.0,TXNJUN00579,-1303.2,BLJUN00486,55880.5
MG00375,5:1,N:M Net Settlement (M1031),MATCHED,0.0,TXNJUN00577,27115.13,BLJUN00486,55880.5
MG00375,5:1,N:M Net Settlement (M1031),MATCHED,0.0,TXNJUN00578,-1796.32,BLJUN00486,55880.5
MG00375,5:1,N:M Net Settlement (M1031),MATCHED,0.0,TXNJUN00576,27255.57,BLJUN00486,55880.5
MG00376,5:2,N:M Net Settlement (M1014),MATCHED,0.0,TXNJUN00571,25250.18,"BLJUN00485, BLJUN00484","32470.3, 48705.46"
MG00376,5:2,N:M Net Settlement (M1014),MATCHED,0.0,TXNJUN00574,-1304.35,"BLJUN00485, BLJUN00484","32470.3, 48705.46"
MG00376,5:2,N:M Net Settlement (M1014),MATCHED,0.0,TXNJUN00573,6696.21,"BLJUN00485, BLJUN00484","32470.3, 48705.46"
MG00376,5:2,N:M Net Settlement (M1014),MATCHED,0.0,TXNJUN00572,24249.25,"BLJUN00485, BLJUN00484","32470.3, 48705.46"
MG00376,5:2,N:M Net Settlement (M1014),MATCHED,0.0,TXNJUN00570,26284.47,"BLJUN00485, BLJUN00484","32470.3, 48705.46"
,,Exception Classification,EXCEPTION,0.0,,0.0,BLMAY00244,12850.78
,,Exception Classification,EXCEPTION,0.0,,0.0,BLMAY00238,68780.79
,,Exception Classification,EXCEPTION,0.0,,0.0,BLMAY00239,4541.21
,,Exception Classification,EXCEPTION,0.0,,0.0,BLMAY00235,76873.57
,,Exception Classification,EXCEPTION,0.0,,0.0,BLMAY00240,4541.21
,,Exception Classification,EXCEPTION,0.0,,0.0,BLMAY00243,12850.78
,,Exception Classification,EXCEPTION,0.0,,0.0,BLMAY00233,81212.55
,,Exception Classification,EXCEPTION,0.0,,0.0,BLMAY00236,76873.57
,,Exception Classification,EXCEPTION,0.0,,0.0,BLMAY00241,17303.23
,,Exception Classification,EXCEPTION,0.0,,0.0,BLMAY00242,17303.23
,,Exception Classification,EXCEPTION,0.0,,0.0,BLMAY00234,81212.55
,,Exception Classification,EXCEPTION,0.0,,0.0,BLMAY00237,68780.79
,,Exception Classification,EXCEPTION,0.0,,0.0,BLMAY00200,54473.28
,,Exception Classification,EXCEPTION,0.0,,0.0,BLMAY00251,92851.94
,,Exception Classification,EXCEPTION,0.0,,0.0,BLMAY00193,74014.33
,,Exception Classification,EXCEPTION,0.0,,0.0,BLMAY00184,77329.97
,,Exception Classification,EXCEPTION,0.0,,0.0,BLMAY00248,23293.95
,,Exception Classification,EXCEPTION,0.0,,0.0,BLMAY00250,66844.58
,,Exception Classification,EXCEPTION,0.0,,0.0,BLMAY00252,20281.77
,,Exception Classification,EXCEPTION,0.0,,0.0,BLMAY00196,25053.34
,,Exception Classification,EXCEPTION,0.0,,0.0,BLMAY00192,34673.73
,,Exception Classification,EXCEPTION,0.0,,0.0,BLMAY00183,69696.16
,,Exception Classification,EXCEPTION,0.0,,0.0,BLMAY00199,75452.73
,,Exception Classification,EXCEPTION,0.0,,0.0,BLMAY00189,41050.03
,,Exception Classification,EXCEPTION,0.0,,0.0,BLMAY00246,36440.72
,,Exception Classification,EXCEPTION,0.0,,0.0,BLMAY00187,31699.86
,,Exception Classification,EXCEPTION,0.0,,0.0,BLMAY00245,28904.03
,,Exception Classification,EXCEPTION,0.0,,0.0,BLMAY00191,4263.15
,,Exception Classification,EXCEPTION,0.0,,0.0,BLMAY00247,7970.69
,,Exception Classification,EXCEPTION,0.0,,0.0,BLMAY00190,28261.89
,,Exception Classification,EXCEPTION,0.0,,0.0,BLMAY00249,9109.17
,,Exception Classification,EXCEPTION,0.0,,0.0,BLMAY00178,24498.79
,,Exception Classification,EXCEPTION,0.0,,0.0,BLMAY00185,73794.04
,,Exception Classification,EXCEPTION,0.0,,0.0,BLMAY00182,60479.81
,,Exception Classification,EXCEPTION,0.0,,0.0,BLMAY00179,11795.13
,,Exception Classification,EXCEPTION,0.0,,0.0,BLMAY00197,13110.27
,,Exception Classification,EXCEPTION,0.0,,0.0,BLMAY00181,54320.39
,,Exception Classification,EXCEPTION,0.0,,0.0,BLMAY00186,37981.73
,,Exception Classification,EXCEPTION,0.0,,0.0,BLMAY00188,92510.31
,,Exception Classification,EXCEPTION,0.0,,0.0,BLMAY00194,35498.27
,,Exception Classification,EXCEPTION,0.0,,0.0,BLMAY00180,1807.25
,,Exception Classification,EXCEPTION,0.0,,0.0,BLMAY00195,23900.7
,,Exception Classification,EXCEPTION,0.0,,0.0,BLMAY00176,35772.98
,,Exception Classification,EXCEPTION,0.0,,0.0,BLMAY00198,33168.55
,,Exception Classification,EXCEPTION,0.0,,0.0,BLMAY00177,27431.82
,,Exception Classification,EXCEPTION,0.0,TXNMAY00298,8352.67,,0
,,Exception Classification,EXCEPTION,0.0,TXNMAY00294,4934.97,,0
,,Exception Classification,EXCEPTION,0.0,TXNMAY00194,35498.27,,0
,,Exception Classification,OPEN,0.0,TXNMAY00190,28261.89,,0
,,Exception Classification,EXCEPTION,0.0,TXNMAY00183,69696.16,,0
,,Exception Classification,EXCEPTION,0.0,TXNMAY00326,49935.52,,0
,,Exception Classification,EXCEPTION,0.0,TXNMAY00184,77329.97,,0
,,Exception Classification,EXCEPTION,0.0,TXNMAY00179,11795.13,,0
,,Exception Classification,EXCEPTION,0.0,TXNMAY00195,23900.7,,0
,,Exception Classification,EXCEPTION,0.0,TXNMAY00282,81212.55,,0
,,Exception Classification,OPEN,0.0,TXNMAY00186,37981.73,,0
,,Exception Classification,EXCEPTION,0.0,TXNMAY00322,60674.78,,0
,,Exception Classification,EXCEPTION,0.0,TXNMAY00178,24498.79,,0
,,Exception Classification,OPEN,0.0,TXNMAY00287,12850.78,,0
,,Exception Classification,EXCEPTION,0.0,TXNMAY00284,68780.79,,0
,,Exception Classification,OPEN,0.0,TXNMAY00283,76873.57,,0
,,Exception Classification,EXCEPTION,0.0,TXNMAY00176,35772.98,,0
,,Exception Classification,EXCEPTION,0.0,TXNMAY00289,-30491.0,,0
,,Exception Classification,OPEN,0.0,TXNMAY00286,17303.23,,0
,,Exception Classification,EXCEPTION,0.0,TXNMAY00321,20973.69,,0
,,Exception Classification,EXCEPTION,0.0,TXNMAY00325,66372.15,,0
,,Exception Classification,EXCEPTION,0.0,TXNMAY00193,74014.33,,0
,,Exception Classification,EXCEPTION,0.0,TXNMAY00188,92510.31,,0
,,Exception Classification,EXCEPTION,0.0,TXNMAY00189,41050.03,,0
,,Exception Classification,EXCEPTION,0.0,TXNMAY00181,54320.39,,0
,,Exception Classification,EXCEPTION,0.0,TXNMAY00290,10652.97,,0
,,Exception Classification,EXCEPTION,0.0,TXNMAY00199,75452.73,,0
,,Exception Classification,EXCEPTION,0.0,TXNMAY00197,13110.27,,0
,,Exception Classification,OPEN,0.0,TXNMAY00198,33168.55,,0
,,Exception Classification,EXCEPTION,0.0,TXNMAY00292,32569.65,,0
,,Exception Classification,EXCEPTION,0.0,TXNMAY00324,68677.76,,0
,,Exception Classification,EXCEPTION,0.0,TXNMAY00323,50677.13,,0
,,Exception Classification,EXCEPTION,0.0,TXNMAY00192,34673.73,,0
,,Exception Classification,OPEN,0.0,TXNMAY00200,54473.28,,0
,,Exception Classification,EXCEPTION,0.0,TXNMAY00327,24166.62,,0
,,Exception Classification,EXCEPTION,0.0,TXNMAY00297,36761.11,,0
,,Exception Classification,OPEN,0.0,TXNMAY00296,29142.95,,0
,,Exception Classification,EXCEPTION,0.0,TXNMAY00182,60479.81,,0
,,Exception Classification,OPEN,0.0,TXNMAY00180,1807.25,,0
,,Exception Classification,EXCEPTION,0.0,TXNMAY00177,27431.82,,0
,,Exception Classification,OPEN,0.0,TXNMAY00185,73794.04,,0
,,Exception Classification,EXCEPTION,0.0,TXNMAY00291,-10652.97,,0
,,Exception Classification,EXCEPTION,0.0,TXNMAY00288,30491.0,,0
,,Exception Classification,EXCEPTION,0.0,TXNMAY00328,35596.64,,0
,,Exception Classification,EXCEPTION,0.0,TXNMAY00196,25053.34,,0
,,Exception Classification,EXCEPTION,0.0,TXNMAY00285,4541.21,,0
,,Exception Classification,EXCEPTION,0.0,TXNMAY00295,-4934.97,,0
,,Exception Classification,EXCEPTION,0.0,TXNMAY00293,-32569.65,,0
,,Exception Classification,OPEN,0.0,TXNMAY00187,31699.86,,0
,,Exception Classification,EXCEPTION,0.0,TXNMAY00191,4263.15,,0
,,Exception Classification,EXCEPTION,0.0,,0.0,BLJUN00496,71105.39
,,Exception Classification,EXCEPTION,0.0,,0.0,BLJUN00493,74513.95
,,Exception Classification,EXCEPTION,0.0,,0.0,BLJUN00488,24365.58
,,Exception Classification,EXCEPTION,0.0,,0.0,BLJUN00495,71105.39
,,Exception Classification,EXCEPTION,0.0,,0.0,BLJUN00487,24365.58
,,Exception Classification,EXCEPTION,0.0,,0.0,BLJUN00491,14915.27
,,Exception Classification,EXCEPTION,0.0,,0.0,BLJUN00490,49760.72
,,Exception Classification,EXCEPTION,0.0,,0.0,BLJUN00494,74513.95
,,Exception Classification,EXCEPTION,0.0,,0.0,BLJUN00492,14915.27
,,Exception Classification,EXCEPTION,0.0,,0.0,BLJUN00489,49760.72
,,Exception Classification,EXCEPTION,0.0,,0.0,BLJUN00440,33899.42
,,Exception Classification,EXCEPTION,0.0,,0.0,BLJUN00450,74567.86
,,Exception Classification,EXCEPTION,0.0,,0.0,BLJUN00456,14813.4
,,Exception Classification,EXCEPTION,0.0,,0.0,BLJUN00497,20368.57
,,Exception Classification,EXCEPTION,0.0,,0.0,BLJUN00459,45242.72
,,Exception Classification,EXCEPTION,0.0,,0.0,BLJUN00500,36200.8
,,Exception Classification,EXCEPTION,0.0,,0.0,BLJUN00502,25776.43
,,Exception Classification,EXCEPTION,0.0,,0.0,BLJUN00455,52987.72
,,Exception Classification,EXCEPTION,0.0,,0.0,BLJUN00444,87530.13
,,Exception Classification,EXCEPTION,0.0,,0.0,BLJUN00499,66408.67
,,Exception Classification,EXCEPTION,0.0,,0.0,BLJUN00445,57683.73
,,Exception Classification,EXCEPTION,0.0,,0.0,BLJUN00457,21091.4
,,Exception Classification,EXCEPTION,0.0,,0.0,BLJUN00498,15813.99
,,Exception Classification,EXCEPTION,0.0,,0.0,BLJUN00501,81909.53
,,Exception Classification,EXCEPTION,0.0,,0.0,BLJUN00452,88034.44
,,Exception Classification,EXCEPTION,0.0,,0.0,BLJUN00453,59048.22
,,Exception Classification,EXCEPTION,0.0,,0.0,BLJUN00458,21208.52
,,Exception Classification,EXCEPTION,0.0,,0.0,BLJUN00442,43555.11
,,Exception Classification,EXCEPTION,0.0,,0.0,BLJUN00447,20843.21
,,Exception Classification,EXCEPTION,0.0,,0.0,BLJUN00449,36337.46
,,Exception Classification,EXCEPTION,0.0,,0.0,BLJUN00454,17061.1
,,Exception Classification,EXCEPTION,0.0,,0.0,BLJUN00441,70602.91
,,Exception Classification,EXCEPTION,0.0,,0.0,BLJUN00451,82496.35
,,Exception Classification,EXCEPTION,0.0,,0.0,BLJUN00446,91550.49
,,Exception Classification,EXCEPTION,0.0,,0.0,BLJUN00443,56087.71
,,Exception Classification,EXCEPTION,0.0,,0.0,BLJUN00448,33624.53
,,Exception Classification,OPEN,0.0,TXNJUN00580,24365.58,,0
,,Exception Classification,OPEN,0.0,TXNJUN00505,82496.35,,0
,,Exception Classification,OPEN,0.0,TXNJUN00599,47925.28,,0
,,Exception Classification,OPEN,0.0,TXNJUN00501,20843.21,,0
,,Exception Classification,OPEN,0.0,TXNJUN00610,87437.83,,0
,,Exception Classification,OPEN,0.0,TXNJUN00512,21208.52,,0
,,Exception Classification,OPEN,0.0,TXNJUN00608,69931.9,,0
,,Exception Classification,OPEN,0.0,TXNJUN00594,63700.48,,0
,,Exception Classification,OPEN,0.0,TXNJUN00598,24989.94,,0
,,Exception Classification,OPEN,0.0,TXNJUN00499,57683.73,,0
,,Exception Classification,OPEN,0.0,TXNJUN00607,17568.83,,0
,,Exception Classification,OPEN,0.0,TXNJUN00583,74513.95,,0
,,Exception Classification,OPEN,0.0,TXNJUN00498,87530.13,,0
,,Exception Classification,OPEN,0.0,TXNJUN00497,56087.71,,0
,,Exception Classification,OPEN,0.0,TXNJUN00584,71105.39,,0
,,Exception Classification,OPEN,0.0,TXNJUN00506,88034.44,,0
,,Exception Classification,OPEN,0.0,TXNJUN00592,16093.9,,0
,,Exception Classification,OPEN,0.0,TXNJUN00616,81772.91,,0
,,Exception Classification,OPEN,0.0,TXNJUN00591,20755.81,,0
,,Exception Classification,OPEN,0.0,TXNJUN00502,33624.53,,0
,,Exception Classification,OPEN,0.0,TXNJUN00605,9062.64,,0
,,Exception Classification,OPEN,0.0,TXNJUN00494,33899.42,,0
,,Exception Classification,OPEN,0.0,TXNJUN00589,4121.55,,0
,,Exception Classification,OPEN,0.0,TXNJUN00510,14813.4,,0
,,Exception Classification,OPEN,0.0,TXNJUN00612,30135.75,,0
,,Exception Classification,OPEN,0.0,TXNJUN00595,70073.69,,0
,,Exception Classification,OPEN,0.0,TXNJUN00503,36337.46,,0
,,Exception Classification,OPEN,0.0,TXNJUN00509,52987.72,,0
,,Exception Classification,OPEN,0.0,TXNJUN00511,21091.4,,0
,,Exception Classification,OPEN,0.0,TXNJUN00600,83261.71,,0
,,Exception Classification,OPEN,0.0,TXNJUN00597,57702.93,,0
,,Exception Classification,OPEN,0.0,TXNJUN00508,17061.1,,0
,,Exception Classification,OPEN,0.0,TXNJUN00513,45242.72,,0
,,Exception Classification,OPEN,0.0,TXNJUN00614,54889.03,,0
,,Exception Classification,OPEN,0.0,TXNJUN00588,-19395.08,,0
,,Exception Classification,OPEN,0.0,TXNJUN00587,19395.08,,0
,,Exception Classification,OPEN,0.0,TXNJUN00590,-4121.55,,0
,,Exception Classification,OPEN,0.0,TXNJUN00582,14915.27,,0
,,Exception Classification,OPEN,0.0,TXNJUN00611,81459.21,,0
,,Exception Classification,OPEN,0.0,TXNJUN00609,79360.61,,0
,,Exception Classification,OPEN,0.0,TXNJUN00603,64387.5,,0
,,Exception Classification,OPEN,0.0,TXNJUN00604,49188.77,,0
,,Exception Classification,OPEN,0.0,TXNJUN00581,49760.72,,0
,,Exception Classification,OPEN,0.0,TXNJUN00504,74567.86,,0
,,Exception Classification,OPEN,0.0,TXNJUN00601,73204.39,,0
,,Exception Classification,OPEN,0.0,TXNJUN00613,87041.65,,0
,,Exception Classification,OPEN,0.0,TXNJUN00596,69051.64,,0
,,Exception Classification,OPEN,0.0,TXNJUN00602,45916.67,,0
,,Exception Classification,OPEN,0.0,TXNJUN00615,89282.26,,0
,,Exception Classification,OPEN,0.0,TXNJUN00593,92692.45,,0
,,Exception Classification,OPEN,0.0,TXNJUN00585,24946.99,,0
,,Exception Classification,OPEN,0.0,TXNJUN00586,-24946.99,,0
,,Exception Classification,OPEN,0.0,TXNJUN00496,43555.11,,0
,,Exception Classification,OPEN,0.0,TXNJUN00606,45403.63,,0
,,Exception Classification,OPEN,0.0,TXNJUN00507,59048.22,,0
,,Exception Classification,OPEN,0.0,TXNJUN00500,91550.49,,0
,,Exception Classification,OPEN,0.0,TXNJUN00495,70602.91,,0
